Unnamed: 0,st_id,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,artist_group,index_community
223,3KgPJCmbTPmSJ8Riiii3KU,Điền Thái Toàn,,,,,0.0,36.0,0.0,Pop 2000,3
224,7rlMZAZYtRkjFg4HHhvYeC,FLY TO THE SKY,classic k-pop,korean pop,,,28.0,49272.0,18.0,,1
225,4P95HBikaVomMvtD6vg1vD,Elvis Phuong,vietnamese bolero,vietnamese pop,,,30.0,39333.0,16.0,,10
226,0PGzIIVMT5LetzEJUnAx9v,Han Thai Tu,,,,,1.0,1527.0,19.0,Pop 9x Sến,3
227,2pIicUMaKL2mgq8qrZ5K53,Bobby Kim,,,,,3.0,162.0,3.0,,1
228,0eu0y7eJ5NMo07NEQEIq1V,Black,new romantic,new wave,new wave pop,synthpop,52.0,43100.0,10.0,,4
229,3BIvppm4DgaM4qNQy3ZC3I,Ngoc Huyen,,,,,0.0,2.0,0.0,,10
230,6LCX99hubn8CejiUtMCyyk,YOONA,korean pop,,,,36.0,308467.0,16.0,,1
231,0XMJw73nkvTjWdWBrbIoc1,Nguyen Hung,vietnamese pop,,,,28.0,5160.0,0.0,,10
232,6d76uYZOmDXuGs3kdbPW2Y,Infinite,,,,,2.0,12.0,0.0,,1
233,5jGYA5Yz8Tt8UFx5jbtxTy,Insooni,,,,,19.0,2572.0,9.0,,1
234,7HaAgh7MMlWqCrVyfmBaJ3,Brian,,,,,5.0,77.0,16.0,,1
235,2MMHHBwHK7jwIns4hcKIBe,Nhu Quynh,v-pop,vietnamese bolero,vietnamese pop,,41.0,118278.0,18.0,,10
236,1gcRVXmxLnwzd7EJn5dLGD,Quang Dung,v-pop,vietnamese pop,,,35.0,172950.0,19.0,Pop 9x nhạc sang,10
237,7c2DLQ7w7uZr6L4DLb2yqF,Thien Kim,vietnamese pop,,,,26.0,14537.0,19.0,,10
238,3m2Qhrny79rLRlL2Lt7f04,Thúy Vi,,,,,1.0,4.0,0.0,,10
239,2gScaMRuLR5xEN8x3h0Pq3,Tú Quyên,,,,,24.0,1149.0,19.0,,10
240,3NOy4VouufNkUdcPh7ouDv,Y Lan,vietnamese pop,,,,26.0,33956.0,19.0,,10
241,0uW6WjzKu7lQPlKJFZnKAi,Băng Tâm,,,,,23.0,3455.0,14.0,,10
242,4sB7Byv9cAeaPbR05YSQFR,Cẩm Vân,vietnamese pop,,,,26.0,2230.0,15.0,Pop 9x nhạc sang,10
243,1QxDhdpQDAxevRaOWUDjPC,JTL,classic k-pop,k-rap,,,26.0,6254.0,17.0,,1
244,4XDi67ZENZcbfKnvMnTYsI,Jay Park,k-pop,k-rap,korean r&b,,67.0,1788416.0,19.0,,1
245,6evmYxFbDSIHilUaYC9MhL,JAURIM,k-indie,k-rock,,,42.0,50152.0,14.0,,1
246,7CPDKin9ssSurk2Lc5Rzgr,Yoko Kanno,,,,,7.0,4422.0,4.0,,12
247,1MturlEnPcoybcsZbrdEPB,Meng Jia,chinese electropop,,,,29.0,26467.0,2.0,,1
248,4WItSECPefckW11qSnZXyv,JINUSEAN,classic k-pop,k-rap,,,28.0,24921.0,16.0,,1
249,1FY6b8FV3KmqbQnY07T1f0,Jisun,,,,,15.0,2665.0,9.0,,1
250,52IPniXhQmDTYa5xQnoA2K,Jo Sung Mo,korean pop,,,,28.0,18709.0,17.0,,1
251,1d5q6P7ZrBxN0AlhwRI7EJ,Lee Jong Hyun(CNBLUE),,,,,4.0,1662.0,14.0,,1
252,5DKI4lr414kDPDuIU2BDR7,Joo,,,,,8.0,362.0,6.0,,1
253,2cijK40RWU3ouFUnwW8v3K,KCM,korean pop,,,,32.0,31997.0,18.0,,1
254,6D9GJS8rFQHbVYqmopjUUj,Kang Sung Hoon,,,,,11.0,426.0,5.0,,1
255,5Bm6d9Fbsmln3CpXv8VrMG,KANGTA,,,,,33.0,15119.0,16.0,,1
256,7aZ221EQfonNG2lO9Hh192,KARA,k-pop,k-pop girl group,,,49.0,459659.0,19.0,,1
257,20K5puLWHL28ckI4LjieDt,Kim Bum Soo,korean pop,,,,44.0,114920.0,20.0,,1
258,3zYyfrb4r6ZHI5Di0rB9bV,Kim Dong Ryul,k-indie,k-rock,korean pop,korean singer-songwriter,38.0,76897.0,16.0,,1
259,0s0HWhClc8tr4PCgbX2iUY,KIM DONG WAN,,,,,7.0,3238.0,14.0,,1
260,0rB9P2J3OkobNezpTBcXqE,Kim Hyun Joong,k-pop,,,,41.0,167223.0,16.0,,1
261,2siHvYaxjaW5rKVRiIrMYH,Anastacia,dance pop,,,,60.0,309857.0,16.0,,6
262,4Go2edA0Xg8dGxqEv0Znp6,Stone,,,,,6.0,6.0,5.0,,17
263,74V3dE1a51skRkdII8y2C6,André 3000,atl hip hop,dirty south rap,southern hip hop,,60.0,251367.0,17.0,,2
264,3EA9hVIzKfFiQI0Kikz2wo,Andrea Bocelli,classical tenor,italian tenor,operatic pop,,67.0,2219011.0,13.0,,8
265,1BmPsOK2Q7dn39KzD5gLnv,Andrea Corr,,,,,23.0,10665.0,9.0,,6
266,4uSftVc3FPWe6RJuMZNEe9,Andrew Bird,baroque pop,chamber pop,chicago indie,indie folk,57.0,527065.0,5.0,,7
267,7CyJIUpcWZK2zFM6gKLKvD,Andy Griggs,country,country road,,,41.0,89807.0,2.0,,19
268,4sj6D0zlMOl25nprDJBiU9,Andy Williams,adult standards,brill building pop,easy listening,lounge,58.0,444657.0,19.0,,5
269,0MRiOTUJTYnn2DFzdKwRPH,CROWN J,,,,,24.0,131.0,14.0,,1
270,3mifQJuBZSvh5KRwRptZO0,Eru,,,,,25.0,2799.0,10.0,,1
271,0QqZruAAbmMGRhkYiyOT5a,Evan,,,,,11.0,893.0,4.0,,13
272,3hzcooxMtbApMTvvn6XKVA,G.NA,k-pop,,,,41.0,158583.0,20.0,,1
273,3KV3p5EY4AvKxOlhGHORLg,Jeremih,chicago rap,dance pop,pop,pop rap,74.0,5914839.0,18.0,,2
274,23zg3TcAtWQy7J6upgbUnj,Usher,atl hip hop,contemporary r&b,dance pop,pop,78.0,9988360.0,19.0,,0
275,3X458ddYA2YcVWuVIGGOYe,Toni Braxton,contemporary r&b,dance pop,hip pop,neo soul,62.0,3389424.0,16.0,,6
276,31TPClRtHm23RisEBtV3X7,Justin Timberlake,dance pop,pop,,,80.0,12194004.0,20.0,,6
277,5WAoD69kntiU9XUcwVdHoN,Ace Of Base,,,,,0.0,2.0,0.0,,4
278,30b9WulBM8sFuBo17nNq9c,G-DRAGON,k-pop,k-rap,,,59.0,2745213.0,20.0,,1
279,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,canadian pop,candy pop,dance pop,pop,76.0,9117733.0,20.0,,6
280,3ahVFszO9ucf8JQLCNQeYA,Anggun,indonesian pop,indonesian rock,,,44.0,54742.0,3.0,,42
281,5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,acoustic pop,lilith,neo mellow,pop rock,60.0,371074.0,14.0,,6
282,2hWr3AjjKOCVmWcwvuT4uM,Angie Stone,neo soul,r&b,soul,urban contemporary,53.0,590303.0,7.0,,6
283,0f5x4P8SybbRdpVr4idUwd,Da Mouth,mandopop,taiwan pop,,,40.0,32708.0,0.0,,21
284,5LwiBgLTllBUiqQGNiQ7jY,Hong Jin Young,k-pop,korean pop,trot,,39.0,46446.0,19.0,,1
285,0AiTwNtYX8m4uhfU7rJ8RD,Ani DiFranco,anti-folk,buffalo ny indie,ectofolk,lilith,47.0,216848.0,7.0,,6
286,0bOlhT8OcoC1lCpN69NcFP,Kat Deluna,dance pop,post-teen pop,,,51.0,711889.0,16.0,,6
287,46CH1Gp8l8QVly8bpG9JFG,Anita Baker,contemporary r&b,funk,neo soul,quiet storm,55.0,1066660.0,15.0,,4
288,4TLa0kT51CH1Qc7HdkqnCj,Hey,,,,,17.0,388.0,17.0,,1
289,3LLNDXrxL4uxXtnUJS5XWM,Alexander Rybak,eurovision,,,,61.0,263433.0,7.0,,6
290,4lPDIYPFDs5gpcToUczJDs,Ann Wilson,album rock,,,,42.0,16850.0,5.0,,4
291,4jWzNq3sdzSpqn7BnzvIKn,Memphis Bleek,east coast hip hop,gangster rap,hardcore hip hop,hip hop,51.0,337159.0,15.0,,2
292,4LoM3lMauQ540MW9QiyIcR,Anna Nalick,acoustic pop,lilith,neo mellow,,48.0,150522.0,13.0,,6
293,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,chicago rap,rap,,,91.0,18243291.0,20.0,,2
294,4ezpY3tmP9KtaOOnWpDmIp,Hwanhee,korean ost,korean pop,,,29.0,21153.0,12.0,,1
295,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,hip hop,ohio hip hop,rap,,81.0,6015038.0,19.0,,2
296,3qg78GGGWP04yTv0ZQMsXl,Anna Vissi,classic greek pop,cypriot pop,greek pop,laiko,49.0,101849.0,1.0,,13
297,7dGJo4pcD2V6oG8kP0tJRR,Eminem,detroit hip hop,hip hop,rap,,90.0,59484758.0,17.0,,2
298,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,g funk,gangster rap,hip hop,pop rap,83.0,8708991.0,14.0,,2
299,5MspMQqdVbdwP6ax3GXqum,Annie Lennox,mellow gold,new wave pop,pop rock,singer-songwriter,69.0,1256423.0,17.0,,4
300,4S9EykWXhStSc15wEx8QFK,Céline Dion,canadian pop,,,,73.0,6560300.0,20.0,,6
301,3aQeKQSyrW4qWr35idm0cy,T-Pain,dance pop,hip hop,pop rap,r&b,76.0,3992873.0,19.0,,2
302,2nfy0nJ70ftD2p3WeEVrw9,Quoc Dai,v-pop,vietnamese bolero,vietnamese pop,,25.0,9417.0,18.0,,10
303,1NjP7vajmbOlCRL4VdZ7Fq,Hoài Linh,,,,,3.0,767.0,18.0,,10
304,6MTByljF8u5omBltY2VKPU,Anoushka Shankar,indian fusion,sitar,world,world fusion,45.0,210279.0,2.0,,9
305,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,dance pop,girl group,hip pop,pop,70.0,5794122.0,18.0,,6
306,55Aa2cqylxrFIXC767Z865,Lil Wayne,hip hop,new orleans rap,pop rap,rap,85.0,12615693.0,18.0,,2
307,0jnsk9HBra6NMjO2oANoPY,Flo Rida,dance pop,miami hip hop,pop,pop rap,77.0,8652688.0,19.0,,6
308,0SjJhjgc1D572KAnWda6rl,Doan Trang,v-pop,,,,8.0,5779.0,20.0,Pop 9x thị trường,3
309,1Ojlaft4lVzMCyppQSvDAV,Duc Tuan,v-pop,vietnamese pop,,,23.0,19210.0,19.0,,10
310,50srtWWaVOkSkr6oSpk4eb,Dương Ngọc Thái,vietnamese bolero,,,,20.0,3507.0,13.0,,10
311,5qK5bOC6wLtuLhG5KvU17c,Lil Mama,hip pop,pop rap,trap queen,,49.0,73584.0,17.0,,6
312,0MDeZ8vIkpFX3QkvY0el6B,Duy Manh,v-pop,vietnamese bolero,vietnamese pop,,28.0,118300.0,20.0,Pop 9x Sến,3
313,6LqNN22kT3074XbTVUrhzX,Kesha,dance pop,pop,post-teen pop,,76.0,7426417.0,19.0,,6
314,1beCAI8KBR7YzsRUwazS2v,G.O.D,,,,,2.0,157.0,11.0,,1
315,0jFz5Fa0pFuiTZsvJXBMVI,Vân Quang Long,,,,,12.0,1046.0,19.0,Pop 9x Sến,3
316,4S7mAJFFsYYZE3gTYuf254,Chiaki Ishikawa,anime,,,,33.0,30342.0,13.0,,12
317,3hYLJPJuDyblFKersEaFd6,Antonello Venditti,canzone d'autore,classic italian pop,italian adult pop,,56.0,640050.0,8.0,,23
318,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica,alternative metal,bow pop,cello,finnish metal,60.0,864846.0,12.0,,14
319,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,garage rock,modern rock,permanent wave,rock,86.0,15980788.0,12.0,,7
321,4rY8uzWCE4hIF6PSnMFaHk,Henry Chuc,,,,,11.0,42.0,19.0,,10
322,1JeOCwU05cPmENrvuQcBCz,Hoa Mi,vietnamese bolero,vietnamese pop,,,10.0,3083.0,17.0,,10
323,7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,classic soul,jazz blues,memphis soul,soul,69.0,2968907.0,16.0,,4
324,7KOMoBXp30tI5E6SA0NQVn,Huong Lan,vietnamese bolero,vietnamese pop,,,30.0,53029.0,17.0,,10
325,4hqDqHtBlgxXpLXVYf7c8L,Ashlee Simpson,dance pop,post-teen pop,,,49.0,870065.0,19.0,,6
326,4icTNm7NAspqaHEg3sOQ92,Khả Tú,,,,,2.0,71.0,9.0,,10
327,1S0Bsmjx0UHR7oz0JsZ3G4,Lương Gia Huy,vinahouse,,,,20.0,1164.0,16.0,,3
328,380DW51qbu5pSP8crFRIII,YUKI,j-pop,j-poprock,j-rock,,47.0,196928.0,9.0,,12
329,6JMHws5haIO6V35YNYDnDw,Atomic Kitten,bubblegum dance,candy pop,dance pop,europop,57.0,388519.0,16.0,,6
330,0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,alternative metal,nu metal,,,73.0,5637781.0,15.0,,14
331,1qto4hHid1P71emI6Fd8xi,Aventura,bachata,bachata dominicana,latin hip hop,latin pop,77.0,6415018.0,11.0,,11
332,5IVMZUVZAjWlawZ0eGfvOK,Junko Iwao,,,,,14.0,1522.0,4.0,,12
333,7mAczrzrX3yC9yix8DM1YV,Yoshimi Iwasaki,anime,idol kayo,japanese new wave,,37.0,21709.0,4.0,,12
334,5xLSa7l4IV1gsQfhAMvl0U,B.B. King,blues,blues rock,classic rock,electric blues,62.0,2453321.0,9.0,,4
335,5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,boy band,dance pop,,,74.0,4730883.0,20.0,,6
336,3sc7iUG1Wwpwx7bHeZolgx,Bananarama,dance pop,disco,europop,girl group,57.0,649264.0,13.0,,4
337,5tth2a3v0sWwV1C7bApBdX,Lil' Kim,dance pop,east coast hip hop,gangster rap,hip hop,65.0,1462246.0,16.0,,6
338,79Xp2rRN7wdsaTJgttdX3K,Cody Simpson,australian pop,dance pop,pop,post-teen pop,57.0,1401811.0,18.0,,0
339,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,dance pop,pop,r&b,,88.0,16941364.0,20.0,,6
340,7jmTilWYlKOuavFfmQAcu6,Barbra Streisand,adult standards,disco,hollywood,mellow gold,63.0,1217372.0,18.0,,4
341,7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,boy band,dance pop,pop,post-teen pop,75.0,6500816.0,17.0,,6
342,0dEvJpkqhrcn64d3oI8v79,Barenaked Ladies,canadian pop,canadian rock,comic,neo mellow,60.0,680362.0,7.0,,6
343,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,dance pop,pop,post-teen pop,uk pop,82.0,37409617.0,20.0,,6
344,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,dance pop,pop,,,81.0,18949194.0,20.0,,6
345,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,dance pop,pop,post-teen pop,uk pop,81.0,23240063.0,19.0,,0
346,1ryIDQiTzFFxHmmjijqghs,Drew Seeley,post-teen pop,,,,44.0,158453.0,7.0,,6
347,60rpJ9SgigSd16DOAG7GSa,Billy Ray Cyrus,country,country rock,,,64.0,214773.0,9.0,,6
348,3alW3LYQS8K29z8C8NSLIX,Barry Manilow,adult standards,bubblegum pop,disco,folk rock,61.0,1338596.0,14.0,,4
349,37DdwREpvvQHmGLFEZ4h0Q,Basshunter,dance pop,eurodance,europop,,60.0,426185.0,13.0,,0
350,6G9bygHlCyPgNGxK2l3YdE,Vanessa Hudgens,dance pop,pop,post-teen pop,,64.0,1764586.0,13.0,,6
351,2ddxtfC0oS8LoktXUHE7YL,Ashley Tisdale,dance pop,pop,post-teen pop,,54.0,1165875.0,15.0,,6
352,7JcTX0L9DrswFRLdfcmCdN,Dara,,,,,5.0,21.0,0.0,,1
353,06HL4z0CvFAxyc27GXpf02,Taylor Swift,pop,,,,94.0,58942276.0,20.0,,6
354,2ZAmR5EpdqG1FQW1eBg5Jo,Lynda Trang Dai,,,,,10.0,705.0,17.0,,10
355,2MHcc1IdXXBywlni7vytm1,Tommy Ngo,,,,,7.0,208.0,17.0,,10
356,4F1FCglJnRnrggZjJDTWpG,Mây Trắng,vinahouse,,,,12.0,860.0,18.0,Pop 9x Sến,3
357,5tmZsjAJEX2OH0gkaq1aU6,My Huyen,vietnamese bolero,vietnamese pop,,,14.0,10673.0,15.0,,10
358,12zOrF01Ltp4Qh1aoPamos,Ngô Thanh Vân,,,,,3.0,188.0,20.0,Pop 2000,3
359,74WJHQjKr93pw6lxgWAaxM,Ngoc Lan,vietnamese pop,,,,33.0,23757.0,18.0,,10
360,65soYJxad6WyusokHWu4aI,Nguyên Khang,vietnamese pop,,,,25.0,2831.0,18.0,,10
361,0wKSHn2UG5Ycwj7zCCdCFn,Loan Chau,vietnamese pop,,,,19.0,1184.0,19.0,,10
362,2PQLOJKDN5j1q0q3xltIk8,Quang Le,v-pop,vietnamese bolero,vietnamese pop,,39.0,204701.0,18.0,,10
363,6RYfTf1zDRu9rnOzo8QRJD,Thanh Lan,vietnamese pop,,,,22.0,26113.0,18.0,,10
364,3RygOajBf8Wi5k8rfoTKJ5,Trish Thuy Trang,,,,,18.0,3335.0,19.0,,3
365,7l7DZWQaVIS13zFgSf7eb4,Tuấn Hưng,v-pop,,,,39.0,315610.0,20.0,Pop 9x thị trường,3
366,6jJ0s89eD6GaHleKKya26X,Katy Perry,dance pop,pop,,,83.0,22534428.0,20.0,,6
367,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,canadian pop,pop,,,91.0,65835599.0,20.0,,6
368,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,dance pop,miami hip hop,pop,post-teen pop,69.0,2775628.0,20.0,,6
369,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,dance pop,latin pop,mexican pop,,76.0,10910323.0,16.0,,11
370,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,dance pop,neo mellow,pop,post-teen pop,73.0,9141688.0,20.0,,6
371,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,contemporary country,country,country dawn,oklahoma country,72.0,5400620.0,16.0,,19
372,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,british soul,dance pop,europop,neo mellow,65.0,3384319.0,20.0,,6
373,1l7ZsJRRS8wlW3WfJfPfNS,Christina Aguilera,dance pop,pop,post-teen pop,,77.0,7126179.0,20.0,,6
374,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,dance pop,latin pop,mexican pop,puerto rican pop,73.0,6834161.0,14.0,,6
375,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,art pop,dance pop,pop,,85.0,23209590.0,18.0,,6
376,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,acoustic pop,neo mellow,pop,pop rock,72.0,6805426.0,15.0,,6
377,6H4lieipng8aGu3Hbd1UeJ,Shayne Ward,dance pop,europop,post-teen pop,talent show,51.0,283610.0,20.0,,6
378,2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,dance pop,neo mellow,pop,post-teen pop,60.0,922709.0,19.0,,6
379,0yNy8fi1yBBq526E6mx4Zs,Orianthi,candy pop,,,,44.0,73144.0,5.0,,6
380,58SauEKY0V0g1kCGnuIVAM,Y Phung,,,,,6.0,436.0,12.0,,10
381,0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,neo mellow,neon pop punk,pop punk,pop rock,60.0,1088492.0,8.0,,14
382,0FWzNDaEu9jdgcYTbcOa4F,3OH!3,dance pop,electropowerpop,modern rock,pop,62.0,885388.0,10.0,,14
383,3JyQVNildx5ZpCt6xf0jp2,Bao Han,vietnamese pop,,,,23.0,6005.0,19.0,,10
384,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,atl hip hop,crunk,dance pop,dirty south rap,73.0,1333551.0,13.0,,2
385,44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,atl hip hop,crunk,dance pop,dirty south rap,62.0,935276.0,14.0,,2
386,7kTp315U9K143dPGulbKn8,Da Nhat Yen,,,,,14.0,3041.0,16.0,,10
387,3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,conscious hip hop,g funk,gangster rap,hip hop,74.0,6057145.0,14.0,,15
388,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,atl hip hop,dance pop,dirty south rap,hip hop,76.0,2445165.0,20.0,,2
389,12FHARd9fY0Tu0ila4Ua25,Trick Daddy,crunk,dirty south rap,gangster rap,hip hop,58.0,912873.0,16.0,,2
390,6we2CCxymhh4v30lZRhhpa,Hey Monday,candy pop,neon pop punk,pixie,pop emo,42.0,159754.0,5.0,,14
391,2eRJjYEaWyGZbOBGYFLBoC,The Ready Set,neon pop punk,pixie,pop emo,pop punk,49.0,305007.0,9.0,,14
392,5JrB3x7l6ij0DyDh8LXQJq,Ha Phuong,,,,,17.0,1939.0,17.0,,10
393,6CQqST4eq5bxUONQg6orXS,Ho Le Thu,vietnamese pop,,,,27.0,7798.0,19.0,,10
394,4SdXXEHKFa5NSoh10QxeN2,BUZZ,classic k-pop,korean pop,,,38.0,38141.0,15.0,,1
395,7uSNudh9nTnHLyfs6uQqFv,Huong Thuy,vietnamese pop,,,,26.0,7611.0,20.0,,10
396,1hOTk0ce1aMuDrOC9WV082,Kim Tử Long,,,,,5.0,925.0,11.0,,10
397,41eUMVb8BInRlwH1Cx6v3N,Luong Tung Quang,vietnamese pop,,,,23.0,7931.0,20.0,,10
398,1jZ9R8RNpwVBJTf8Qg96a7,Bubble Sisters,,,,,15.0,211.0,12.0,,1
399,40N72MrdhXm9Dk0xLWeZN1,Minh Thuận,,,,,18.0,1733.0,18.0,Pop 9x Sến,10
400,6xaXA45aKi0Up6xbS8pfqO,Ngoc Lien,vietnamese bolero,vietnamese pop,,,13.0,4666.0,19.0,,10
401,4jalOWaM2UhKpM2h71TsRP,Nguyễn Phi Hùng,,,,,22.0,3391.0,19.0,Pop 9x Sến,3
402,7oFIkpNpLrTBgZW6w55W1J,4MEN,k-pop,korean pop,,,38.0,97436.0,20.0,,1
403,3JwyehW3Ls8vt8GSons5eA,Quang Linh,v-pop,vietnamese bolero,vietnamese pop,,26.0,57853.0,18.0,,10
404,6nZLN4BFDgyIVX2xAUruED,Thanh Tuyền,vietnamese bolero,vietnamese pop,,,30.0,37870.0,15.0,,10
405,3LsIDqxwDjcEKbK3D1IrDk,Thu Phương,v-pop,vietnamese pop,,,26.0,25959.0,20.0,Pop 9x nhạc sang,10
406,5jAkbuyAcJlFqLH4z88ukv,Tran Thai Hoa,vietnamese pop,,,,29.0,18714.0,18.0,,10
407,35dIXneIOKWcdbLyVaS3sR,Vina Uyển My,,,,,1.0,10.0,0.0,,10
408,5Z1CCuBsyhEHngq3U5IraY,Westlife,boy band,europop,,,69.0,3169010.0,20.0,,6
409,22p6ReKNLls0UtDKEhlWIH,Lê Uyên,,,,,14.0,804.0,18.0,,10
410,3S6LxG7nwt0zWmFo9a8WlN,Lê Tâm,,,,,15.0,494.0,7.0,,10
411,0p42Xfbkx9jSxnK7TqSPco,Mai Huong,vietnamese pop,,,,0.0,2535.0,17.0,,10
412,66AUlrX9YAPf9V7HQfmOaN,Carol Kim,,,,,6.0,432.0,11.0,,10
413,36fEidShsCv1NBymBw17OB,Ái Vân,vietnamese pop,,,,23.0,9506.0,18.0,,10
414,3EwJyciUZbuZc8gZTKKdAM,Manh Dinh,vietnamese pop,,,,27.0,6281.0,15.0,,10
415,3vbKDsSS70ZX9D2OcvbZmS,Beck,alternative rock,anti-folk,indie rock,modern rock,65.0,1364532.0,9.0,,7
416,5oQNIhqyzTbje76ROauQoI,Jo Marcel,vietnamese pop,,,,5.0,1754.0,16.0,,10
417,7xkAwz0bQTGDSbkofyQt3U,Belinda Carlisle,dance pop,new romantic,new wave pop,soft rock,60.0,700849.0,17.0,,4
418,45lorWzrKLxfKlWpV7r9CN,Ben Harper,neo mellow,pastoral,,,62.0,929019.0,9.0,,7
419,1MRHpcPa6DxFio08LUpuFJ,HEBE,,,,,22.0,1849.0,2.0,,21
420,5QYToQrXFv0T9iqFchss7Y,Ngoc Ha,vietnamese pop,,,,24.0,14722.0,20.0,,10
421,09nFyn15cMpEOfy8Y4fky8,Mong Thi,,,,,0.0,91.0,11.0,,3
422,0gakJs5JAKmJZ4KnAHMh9i,Do As Infinity,anime,j-pop,j-poprock,,44.0,210501.0,15.0,,12
423,5glaXGC2Bpd4z4HsVhzhjN,Dream,girl group,,,,35.0,23207.0,10.0,,6
424,7dZHl3ZmH21XpCwvcMlnml,Every Little Thing,classic j-pop,eurobeat,j-pop,j-rock,50.0,423718.0,15.0,,12
425,6cLEWhEKQl6nAvgr60M7zC,Beth Orton,anti-folk,folk,folktronica,lilith,46.0,123012.0,6.0,,6
426,13y0kncDD4J9wxCyfKr10W,Bette Midler,adult standards,mellow gold,new wave pop,soft rock,57.0,628054.0,19.0,,4
427,0Qd65xBSFzdm3zCEu2ThQF,Biagio Antonacci,classic italian pop,italian adult pop,,,55.0,732554.0,7.0,,23
428,5Q08YLH6CfTdmvhvRJ3iyz,FictionJunction,anime,,,,43.0,20462.0,11.0,,12
429,2otsTXVV2ZWZ8T5LPzsBhy,Kalafina,anime,anime score,j-pixie,j-poprock,47.0,251194.0,14.0,,12
430,0wRzWf3I4lUl9hdFF5uL0m,Sukima Switch,anime,j-pop,j-rock,,57.0,944422.0,16.0,,12
431,3mibIJiduF0MVLLAvHZAxw,Noo Phước Thịnh,v-pop,,,,44.0,636832.0,20.0,V-pop Mainstream,3
432,2ht3wxeT69CzyKFChNnNAB,Big Boi,alternative hip hop,atl hip hop,dirty south rap,hip hop,56.0,400824.0,15.0,,2
433,2UEnhov0KDPYU2dmGUjfcn,w-inds.,j-pop boy group,,,,39.0,52865.0,11.0,,12
434,4VrqQQy6X0hlMtqY5gp6Wx,X JAPAN,j-metal,japanese heavy metal,japanese power metal,visual kei,48.0,503033.0,11.0,,12
435,5kYS7bPX5tm3jrsYqqNSZN,ZONE,j-idol,j-poprock,,,43.0,58615.0,10.0,,12
436,6OqQbeNe7Pi7Zi7SNTi9ko,Billy Gilman,country,queer country,,,31.0,22008.0,9.0,,19
437,7lzordPuZEXxwt9aoVZYmG,Billy Idol,album rock,classic rock,dance rock,hard rock,68.0,1503303.0,15.0,,4
438,05FEKb23HHED5ZsWmKo8kz,Billy Joe Shaver,country rock,folk,outlaw country,roots americana,45.0,100484.0,6.0,,19
439,6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,classic rock,folk rock,mellow gold,piano rock,76.0,4588502.0,13.0,,4
440,0IecGJbdBeYSOVtSPRehh5,Billy Preston,classic soul,funk,psychedelic soul,quiet storm,51.0,96682.0,15.0,,4
441,7w29UYBi0qsHi5RTcv3lmA,Björk,art pop,electronica,experimental pop,experimental vocal,64.0,1637369.0,12.0,,7
442,4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,new romantic,new wave,new wave pop,permanent wave,73.0,2536780.0,11.0,,4
443,0j036DMco398OrF96ZNxbc,Phuong Hong Que,vietnamese pop,,,,14.0,7059.0,17.0,,10
444,0sGWlzs09UVL2CFlnZhWU4,Ngọc Thúy,,,,,5.0,91.0,17.0,,10
445,3U1qC0JT9x9mDhzSddrYVJ,Duy Trac,vietnamese pop,,,,10.0,2364.0,18.0,,10
446,0jAX5G6aPIyJ9NFqJvNHoT,Phi Phi,,,,,2.0,48.0,14.0,,10
447,51Blml2LZPmy7TTiAg47vQ,U2,irish rock,permanent wave,rock,,77.0,10200767.0,16.0,,4
448,4AXDimXVFI2RELScbbMHTz,Kenny Thái,,,,,7.0,126.0,4.0,,10
449,2bplZ9eJBM2OsbaXR0vqtX,Mỹ Lan,,,,,5.0,21.0,13.0,,10
